"date","setting","series","note","info","source"
"2269","primary","TOS","Kirk receives his orders from Admiral Nogura, but it is reasonable to assume that Nogura is not yet Starfleet Chief of Staff. Note that Triangle suggests that Commander-In-Chief and Chief Of Staff may be distinctly separate positions.","Following an incident with the insane Professor Omen, the Enterprise docks at Starbase 12.","The Starship Trap - TOS 64"
"2269","primary","TOS","The crew complement and rank clearly place this event within the original five-year mission. However, the 'author's notes' of the novel read by Kirk inexplicably claim it to have been written well over ten years since the Organian peace treaty, and 65 years since first contact with the Klingons.","During layover at Starbase 12 (perhaps to install the new sensors for detecting the gravitic anomalies), a novel of Klingon history becomes popular with the crew. Rand is aboard.","The Final Reflection - TOS 16"
"2269","primary","TOS","Spock's rank is given as Lt. Commander, which is inconsistent with Chekov's presence on the bridge.","A Klingon ore freighter departs Starbase 12 with Spock aboard and mysteriously vanishes.","Ishmael - TOS 23"
"2269","primary","TOS",NA,"After departing Starbase 12, the Enterprise recovers the Sparrow, a ship with an experimental cloaking device developed by Flint the Immortal. Admiral Komack is still Fleet Commander.","The Cry Of The Onlies - TOS 46"
"2269","primary","TOS",NA,"Spock retrieves his son Zar through the Guardian Of Forever. Following a dispute with the Romulans over claims to the Gateway planet, Zar returns to Sarpeidon's past. Masters is Chief of Security.","Yesterday's Son - TOS 11"
"2269","primary","TOS",NA,"Historian William Harrod 'accidentally' falls into the Guardian of Forever time portal. Uhura is sent in to retrieve him.","If I Lose Thee... - SNW 3"
"2269","primary","SNW",NA,"Kirk contracts a near-fatal bacterial infection on Theta Tau 5.","The Quick And The Dead - SNW 2"
"2269","alternate","TOS",NA,"Kirk is killed by Dr. Georges Mordreaux. Sulu is recommended for promotion. Flynn is Chief of Security.","The Entropy Effect - TOS 2"
"2269","primary","TOS",NA,"Spock suffers psychological damage during a mission to protect Aritani from Romulan pirates. Ingrit Tomson recently promoted to Security Chief.","Mindshadow - TOS 27"
"2269","primary","TOS","Kirk's claim that the crew will take shore leave 'for the first time in seven months' is assumed to be an exaggeration.","Vulcan is invaded by non-corporeal beings from Beekman's Planet.","Demons - TOS 30"
"2269","primary","TOS",NA,"Illegal bio-warfare experiments are discovered on Tanis.","Bloodthirst - TOS 37"
"2269","primary","TOS",NA,"The Enterprise is transported through another gravitic 'gateway' into an interstellar war between the Hoshan and Zeator. Tomson is still security chief.","Chain Of Attack - TOS 32"
"2269","primary","TOS","A reference to Admiral Noguchi as Fleet Commander is assumed to be a misprint.","The USS Cochise is invaded by an entity from the gravitic gateway system.","The Final Nexus - TOS 43"
"2269","primary","TOS",NA,"Book","Renegade - TOS 55"
"2269","primary","TOS",NA,"The USS Star Empire is destroyed following its theft by terrorists.","Dreadnought! - TOS 29"
"2269","primary","TOS",NA,"Kirk is accused of stealing transwarp technology. Sulu has been promoted to Lt. Commander.","Battlestations! - TOS 31"
"2269","primary","TOS",NA,"Book","The Great Starship Race - TOS 67"
"2269","primary","TOS",NA,"Earth's history is altered during tests of a new warp-powered shield technology, eliminating all human life. The Enterprise is destroyed in orbit around the Time Planet.","First Frontier - TOS 75"
"2270","primary","TOS","A diary entry dated '10/5/06' obviously reflects some alternate dating system.","Agricultural specialist Jean Czerny is abducted by Commander Kang to help the Klingon Empire fight a severe famine. Giotto, from Devil In The Dark, temporarily returns as Security Chief.","Pawns And Symbols - TOS 26"
"2270","primary","TOS",NA,"Three months before the end of the five-year mission. Chapel applies to the Federation Science Institute to complete her doctorate.","Crossroad - TOS 71"
"2270","primary","TOS",NA,"The slaughter of the Singers of Taygeta 5 is halted. Following a confrontation with Commander Kor, the Enterprise heads for Starbase 23.","The Tears Of The Singers - TOS 19"
"2270","primary","TOS",NA,"At Starbase 23, the Enterprise receives orders to mediate a dispute on Okeanos, a former Federation colony. 207 years after Cochrane invents warp drive.","From The Depths - TOS 66"
"2270","primary",NA,NA,"While considering Federation membership for Sycorax, a colony that practices genetic engineering upon its population, Kirk reviews the history of the practice on Earth.","The Eugenics Wars: The Rise And Fall Of Khan Noonien Singh Vol 1 - Prologue, Ch 24-25, 28, 35"
"2270","primary",NA,NA,"After saving the colony from a Klingon attack, Kirk decides to follow the advice of Gary Seven and reject Sycorax's application for Federation membership.","The Eugenics Wars: The Rise And Fall Of Khan Noonien Singh Vol 2 - Prologue, Ch 7, Epilogue"
"2270","primary","TOS",NA,"Book","Garth Of Izar - TOS"
"2270","primary","TOS","The Malurian system was wiped out in The Changeling, but they feature prominently in this story, suggesting placement prior to that episode. However, the presence of Dr. M'Benga disallows it. Granted, the star system in The Changeling was Omega Ceti, whereas Friedman gives Alpha Maluria, so it is possible that the race had colonized many different systems. More troubling is that David Marcus is ten years old. David is twenty during The Wrath Of Khan, which is consistent with the idea that Kirk and Carol broke off their relationship just prior to his captaincy. If the story occurs 'halfway though the five-year mission' (per the historian's note), David would still be a toddler. Even according to Okuda, he would only be about six.","Klingons capture a terraforming colony on Beta Canzandia 3. Commander Kruge is promoted to Captain. Kirk meets his son, David Marcus.","Faces Of Fire - TOS 58"
"2270","primary","TOS",NA,"Primary hull is jettisoned after explosion. Enterprise is refit at Starbase 12. Chekov is promoted to Lieutenant. Gray uniforms introduced. More refitting occurs after sustaining damage from Tomarii and Romulan warships.","Black Fire - TOS 8"
"2270","primary","TOS",NA,"Five-year mission ends, and the Enterprise returns to spacedock. Kirk is promoted to Admiral. Uhura is promoted to Lt. Commander. Scott is promoted to Commander. McCoy and Spock request to be discharged. Spock returns to Vulcan to undergo Kolinahr.","The Lost Years"
"2270","secondary","TOS",NA,"While vacationing with Chekov on the planet Demora, Sulu meets Ling 'Susan' Sui, and unknowingly fathers a child.","The Captain's Daughter Part 2: First Date - TOS 76"
"2270","primary","TOS","Sadly, this story represents the second time Chekov has been promoted to Lieutenant. Perhaps the earlier change was only a field promotion. The year has been adjusted from the given date of 2269.","December. Chekov is accused of killing Dr. Mark Piper with a Klingon disruptor, while Sulu is arrested for theft of information on the Romulan cloaking device. A conspiracy is discovered to incite a war between the Klingons and Romulans.","Traitor Winds - TOS 70"
"2271","secondary",NA,"The year has been adjusted from the given date of 2270.","Kirk and McCoy visit the Cochrane monument on Titan.","Federation"
"2272","primary","TLE",NA,"Nine year-old Tuvok's sehlat, Wari, is euthanized following a severe injury.","TLE: The Sundered - p 47-49"
"2272","primary","TOS","The story occurs during the Apollo Tricentennial, presumably commemorating the end of the entire Apollo space program in 1972.","July. Eighteen months following the end of the mission. G'Dath, a Klingon instructor working on Earth, is kidnapped by Klingons following his discovery of a new propulsion system.","A Flag Full Of Stars - TOS 54"
"2272","primary","TOS",NA,"July. Book","Recovery - TOS 73"
"2272","primary",NA,NA,"July. Captain William Decker discovers two Romulan operatives among the crew completing the Enterprise refit.","Night Whispers - Enterprise Logs"
"2272","primary","TOS",NA,"July. An immense spacecraft indentifying itself as V'ger threatens to destroy the Earth. Joined by the rest of the crew from the first five-year mission, Kirk takes command of the Enterprise from Captain Decker, who is lost during the encounter. Chekov is Chief of Security.","Star Trek 1: The Motion Picture - TOS 1"
"2272","primary","TOS",NA,"July. Book.","Ex Machina - TOS"
"2272","primary","TOS",NA,"July. Book.","The Prometheus Design - TOS 5"""
"2272","primary","TOS",NA,"July. Book.","Firestorm - TOS 68"""
"2273","primary","TOS",NA,"Kirk, Scott, Sulu and Chekov are stranded in the Hohweyn system aboard the shuttlecraft Halley.","The Kobayashi Maru - TOS 47"
"2273","primary","TOS",NA,"The Enterprise encounters the alien Weyland during a conflict with the Klingons.","Home Is The Hunter - TOS 52"
"2273","primary","TOS",NA,"Commander Spock takes a two-week leave on Vulcan while the Enterprise transports a diplomatic party of Kaldorni.","Enemy Unseen - TOS 51"
"2273","secondary","TOS",NA,"Spock rescues Saavik from Hellguard, and extends his leave to a full year to help assimilate Saavik into Vulcan culture, eventually preparing her for training at the Academy.","The Pandora Principle - TOS 49"
"2274","primary","SNW",NA,"Spock utilizes a mind meld to help bring his cousin Elizabeth Fitzhugh out of a comatose state.","Family Matters - SNW 3"
"2274","primary","TOS",NA,"Seven years after 'Amok Time'.","Triangle - TOS 9"
"2274","primary","TOS","Internal references would place the story in 2272, which contradicts the Historian's Note and Chekov's rank.","The Empyreans renew their treaty with the Federation. McCoy meets his second daughter, Anna.","The Better Man - TOS 72"
"2274","primary","TOS",NA,"Planetwide mental illness strikes the planet Nordstral due to an over-harvesting of magnetic plankton.","Ice Trap - TOS 60"
"2275","primary","TOS",NA,"The Romulan space station Reltah drifts into Federation space, disabled by an energy-consuming parasite.","Shell Game - TOS 63"
"2275","primary","TOS",NA,"The Enterprise battles two Orion destroyers and a saboteur in the sector between Orion and Andor.","Death Count - TOS 62"
"2275","primary","SNW","There is no easy way to reconcile the various Mudd stories, all of which claim to be his first meeting with Kirk's crew since 'I, Mudd.' Crew rank implies that this story is during the original five-year mission; but given the established timeframes of Mudd In Your Eye and Mudd's Passion, plus a gap of several years before this story, a post-TMP placement is necessary.","Harry Mudd agrees to stop altering the habitat of the Saganicus gas-giant floaters in return for Spock and Uhura's assistance in creating an Enterprise simulator.","A Sucker Born - SNW 7"
"2275","primary","TOS",NA,"Kirk finds himself aboard a Klingon vessel and is told that he has travelled into the future.","Timetrap - TOS 40"
"2275","primary","TOS","Despite McCoy's comment in TMP that Chapel is an M.D., we must assume that she had not yet completed her practicals and thesis.","The Enterprise is selected to test the new inversion drive propulsion system. Lia Burke is trained in sickbay as Chapel begins work on her doctoral thesis. Colin Matlock serves as Security Chief while Chekov returns to Navigation.","The Wounded Sky - TOS 13"
"2275","primary","TOS","Minor inconsistencies in crew rank. Chekov and Sulu are both lieutenants.","The Enterprise rescues Vulcan prisoners from a Romulan research lab with the assistance of Ael t'Rllaillieu, a Romulan defector.","Rihannsu 1: My Enemy, My Ally - TOS 18"
"2276","primary","TOS",NA,"McCoy's fiftieth birthday. Eighteen years after Kirk's extended mission on Shad.","The Covenant Of The Crown - TOS 4"
"2276","primary","TOS",NA,"Christine Chapel leaves to complete her doctorate. Lia Burke replaces her as head nurse. Ingrit Tomson returns as head of Security. Kirk has recently celebrated a birthday.","Doctor's Orders - TOS 50"
"2276","primary","TOS",NA,"After two years in the field (presumably since the return of Spock in 2274), the Enterprise returns to Earth for a month-long retrofit. A proposal among Vulcans to secede from the Federation is narrowly defeated. Kirk meets K's't'lk for the first time. Death of T'Pau.","Spock's World"
"2276","primary","TOS",NA,"McCoy, age 50, is abducted from the USS Vega by Romulans. One 'standard' year after My Enemy, My Ally, and eight years after The Enterprise Incident.","Rihannsu 2: The Romulan Way - TOS 35"
"2276","primary","TOS",NA,"November. Book.","Rihannsu 3: Swordhunt - TOS 95"
"2276","primary","TOS","The Rihannsu novels 2-4 clearly follow Spock's World, especially given the appearance of K's't'lk in Swordhunt; however, most of the crew ranks are incorrect for this period.","November. Onset of the Second Romulan War.","Rihannsu 4: Honor Blade - TOS 96"
"2278","primary","TOS","Saavik is still attending the academy six years later in The Wrath Of Khan; this is consistent with the fact that she achieves the rank of Lieutenant while still a student. The story contains an inference that T'Pau is still alive... and in fact, a Vulcan matriarch with the same name is very much alive decades later in Vulcan's Heart.","Saavik enters Starfleet Academy. A Romulan warbird is discovered adrift in Federation space.","The Pandora Principle - TOS 49"
